"section","group","event_id","name","token","address","datatype","hidden_condition","source_device"
"Diagnose Anlage (9524)","Heizkreis M2","780","Heizkreispumpe Drehzahl","HKP_M2Drehzahl","0x7665","Int","E5_KennPumpHzkM2=""0 stufig""","VDensHO1"
"Diagnose Anlage (9524)","Heizkreis M2","5376","Raumtemperatur M2","TiefpassTemperaturwert_RTS_M2","0x0898","Int","RaumTempSensHK2=""Nicht vorhanden"" OR A0_KennFBM2=""nicht vorhanden"" OR A0_KennFBM2=""0 ohne"" OR FBM2=""nicht vorhanden""","VDensHO1"
"Diagnose Anlage (9524)","Heizkreis M2","730","Heizkreispumpe M2","HK_PumpenzustandM2","0x3906","Byte","","VDensHO1"
"Diagnose Anlage (9524)","Heizkreis M2","733","Raumtemperatur Soll M2","HK_RaumsolltemperaturaktuellM2","0x3500","Byte","","VDensHO1"
"Diagnose Anlage (9524)","Heizkreis M2","1047","(9B) VT_Solltemperatur bei externer Anforderung","K9B_KonfiVT_SolltemperaturExternV100_V333","0x779B","Byte","""(2E) Kennung Externe Erweiterung""=""0 ohne""","VDensHO1"
"Diagnose Anlage (9524)","Heizkreis M2","77","Partybetrieb M2","BedienPartybetriebM2","0x3303","Byte","","VDensHO1"
"Diagnose Anlage (9524)","Heizkreis M2","89","Sparbetrieb M2","BedienSparbetriebM2","0x3302","Byte","","VDensHO1"
"Diagnose Anlage (9524)","Heizkreis M2","2878","Niveau Heizkennlinie M2","KD4_KonfiNiveauM2D","0x37D4","SByte","","VDensHO1"
"Diagnose Anlage (9524)","Heizkreis M2","2872","Neigung Heizkennlinie M2","KD3_KonfiNeigungM2D","0x37D3","Byte","","VDensHO1"
"Diagnose Anlage (9524)","Heizkreis M2","718","Frostgefahr des Heizkreises M2","HK_Frostgefahr_aktivM2","0x3500","Byte","","VDensHO1"
"Diagnose Anlage (9524)","Heizkreis M2","715","Ferienprogramm M2","HK_FerienbetriebM2","0x3535","Byte","","VDensHO1"
"Diagnose Anlage (9524)","Heizkreis M2","2884","(D5) Richtung externe Aufschaltung M2","KD5_WirkungExtBA_UmschaltungM2","0x37D5","Byte","ZuordExtBetrUmsch=""0 inaktiv"" OR ZuordExtBetrUmsch=""1 A1/M1"" OR ZuordExtBetrUmsch=""4 M3"" OR ZuordExtBetrUmsch=""5 A1/M1 + M3""","VDensHO1"
"Diagnose Anlage (9524)","Heizkreis M2","737","Reglervariante M2","HK_ReglervarianteM2","0x3521","Byte","","VDensHO1"
"Diagnose Anlage (9524)","Heizkreis M2","10797","Status Raumtemp.-Sensor HK2","HO2B_SensorStatus_RTS_M2","0x089D","Byte","","VDensHO1"
"Diagnose Anlage (9524)","Warmwasser","7179","Warmwasserbereitung","WW_Status_NR1","0x650A","Byte","","VDensHO1"
"Diagnose Anlage (9524)","Warmwasser","5381","Temperatur Speicher Ladesensor Komfortsensor","TiefpassTemperaturwertWW1","0x0812","Int","","VDensHO1"
"Diagnose Anlage (9524)","Warmwasser","5382","Auslauftemperatur","TiefpassTemperaturwerWW2","0x0814","Int","""Status Sensor 5B""=""nicht vorhanden"" OR ""Status Sensor 5B""=""Unterbrechung""","VDensHO1"
"Diagnose Anlage (9524)","Warmwasser","7177","Warmwassertemperatur Soll (effektiv)","WW_SolltemperaturAktuell","0x6500","Int","","VDensHO1"
"Diagnose Anlage (9524)","Warmwasser","5280","Speicherladepumpe","Speicherladepumpe","0x6513","Byte","","VDensHO1"
"Diagnose Anlage (9524)","Warmwasser","5389","Umschaltventil","Umschaltventil","0x0A10","Byte","","VDensHO1"
"Diagnose Anlage (9524)","Warmwasser","312","Flow Switch","FlowSwitch","0x0883","Byte","","VDensHO1"
"Diagnose Anlage (9524)","Warmwasser","50","Bauart Warmwasser","BauartWarmwasser","0x8851","Byte","","VDensHO1"
"Diagnose Anlage (9524)","Warmwasser","5365","Status Sensor 5B","TemperaturFehler_STS2","0x083D","Byte","","VDensHO1"
"Diagnose Anlage (9524)","Feuerungsautomat","601","Flammensignal","GWG_Flamme1","0x55DD","Byte","","VDensHO1"
"Diagnose Anlage (9524)","Feuerungsautomat","697","Feuerungsautomat verriegelt","GWG_Verriegelung","0x55D3","Byte","","VDensHO1"
"Diagnose Anlage (9524)","Fkt.-Erw. 0-10V","19","Eingang 0-10 V","AE_Eingang0_10","0x0A86","SInt","","VDensHO1"
"Diagnose Anlage (9524)","Fkt.-Erw. 0-10V","20","ext. Anfordern/ Betriebsarten-umschaltung","AE_Eingang1","0x0A80","Byte","","VDensHO1"
"Diagnose Anlage (9524)","Fkt.-Erw. 0-10V","21","ext. Sperren","AE_Eingang2","0x0A81","Byte","","VDensHO1"
"Diagnose Anlage (9524)","Fkt.-Erw. 0-10V","269","Sammelstörung","ExtAE_Sammel","0x0A82","Byte","","VDensHO1"
"Diagnose Anlage (9524)","Fkt.-Erw. 0-10V","39","Heizkreispumpe A1","Ausgang_HKP_A1","0x7663","Byte","","VDensHO1"
"Diagnose Anlage (9524)","Fkt.-Erw. 0-10V","5280","Speicherladepumpe","Speicherladepumpe","0x6513","Byte","","VDensHO1"
"Diagnose Anlage (9524)","Fkt.-Erw. 0-10V","7181","Zirkulationspumpe","Zirkulationspumpe","0x6515","Byte","","VDensHO1"
"Diagnose Anlage (9524)","Fkt.-Erw. 0-10V","939","Rangierung Relais K12","K53_RangierungD","0x7753","Byte","","VDensHO1"
"Diagnose Anlage (9524)","Fkt.-Erw. 0-10V","4242","Relais K12 Interne Anschlußerweiterung","RelaisK12","0x0842","Byte","","VDensHO1"
"Diagnose Anlage (9524)","Fkt.-Erw. 0-10V","882","Externe Erweiterung","K2E_KonfiKennungAnschlussD","0x572E","Byte","","VDensHO1"
"Diagnose Anlage (9524)","Wartung","863","(23) Eingestelltes Zeitintervall","K23_KonfiZeitintervall_Wartung","0x5723","Byte","","VDensHO1"
"Diagnose Anlage (9524)","Wartung","865","(24) Wartung","K24_KonfiStatus_Wartung","0x5724","Byte","","VDensHO1"
"Diagnose Anlage (9524)","Wartung","859","(21) Grenzwert Betriebsstunden Brenner","K21_KonfiBetriebsstdBrenner_Wartung","0x5721","Int","","VDensHO1"
"Diagnose Anlage (9524)","Wartung","3153","Betriebsstunden Brenner seit letzter  Wartung","LetzteBrennerWartung","0x7570","Int","""(23) Eingestelltes Zeitintervall""={'CompanyId': '24', 'Unit': 'Monate', 'DataType': 'Int'}","VDensHO1"
"Diagnose Anlage (9524)","Wartung","3155","vergangene Zeit seit letzter Wartung","LetzteIntervallWartung","0x756C","Int","""(23) Eingestelltes Zeitintervall""={'CompanyId': '24', 'Unit': 'Monate', 'DataType': 'Int'}","VDensHO1"
"Diagnose System (9525)","Regelung","707","Reglerkennung","GWGReglerkennung","0x00F9","Byte","","VDensHO1"
"Diagnose System (9525)","Regelung","7567","Software-Index des Gerätes","Software_Index","0x00FB","String","","VDensHO1"
"Diagnose System (9525)","Regelung","4685","Sachnummer Codierstecker","Sachnummer_GWG_Codierstecker","0x1010","String","","VDensHO1"
"Diagnose System (9525)","Regelung","91","Bedienteil Software-Index","Bedienteil_SW_Index","0x7330","Array","","VDensHO1"
"Diagnose System (9525)","Regelung","3074","Codierkarte Gerätekennung","KS_Karte_GWG_Kennung","0x7656","Array","","VDensHO1"
"Diagnose System (9525)","Regelung","3075","Codierkarte Revision GFA","KS_Karte_GWG_Rev_F","0x7656","Array","","VDensHO1"
"Diagnose System (9525)","Regelung","3076","Codierkarte Revision GWG","KS_Karte_GWG_Rev_R","0x7656","Array","","VDensHO1"
"Diagnose System (9525)","Regelung","3077","Codierkarte Typ","KS_Karte_GWG_Typ","0x7656","Array","","VDensHO1"
"Diagnose System (9525)","Regelung","8395","Kennung Feuerungsautomat-Chip","GFA_Kennung","0x7650","String","","VDensHO1"
"Diagnose System (9525)","KM-Bus-Teiln.","802","Mischererweiterung","K00_Mischererweiterung_KM","0x7700","Byte","","VDensHO1"
"Diagnose System (9525)","KM-Bus-Teiln.","5293","Mischererweiterung Software-Index","SWIndex_Mischer","0x0A44","Array","""Mischererweiterung""=""nicht vorhanden"" OR ""Mischererweiterung""=""nicht vorhanden"" OR ""Mischererweiterung""=""nicht vorhanden""","VDensHO1"
"Diagnose System (9525)","KM-Bus-Teiln.","941","Solarregelung","K54_Solar_Info","0x7754","Byte","","VDensHO1"
"Diagnose System (9525)","KM-Bus-Teiln.","5303","Solarregelung Software-Index","SWIndex_Solar","0x0A40","Array","""Solarregelung""=""nicht vorhanden"" OR 54_SR=""0 ohne""","VDensHO1"
"Diagnose System (9525)","KM-Bus-Teiln.","1055","Fernbedienung Heizkreis A1M1","KA0_KennungFernbedienungA1M1","0x27A0","Byte","","VDensHO1"
"Diagnose System (9525)","KM-Bus-Teiln.","5290","Fernbedienung A1 Software-Index","SWIndex_FB1","0x0A5C","Array","FBA1M1=""nicht vorhanden""","VDensHO1"
"Diagnose System (9525)","KM-Bus-Teiln.","1053","Fernbedienung Heizkreis M2","KA0_FernbedienungM2","0x37A0","Byte","","VDensHO1"
"Diagnose System (9525)","KM-Bus-Teiln.","5291","Fernbedienung M2 Software-Index","SWIndex_FB2","0x0A60","Array","FBM2=""nicht vorhanden""","VDensHO1"
"Diagnose System (9525)","KM-Bus-Teiln.","885","Interne Umwälzpumpe","K30_KennungIntPumpeKM","0x5730","Byte","","VDensHO1"
"Diagnose System (9525)","KM-Bus-Teiln.","5292","Interne Pumpe Software-Index","SWIndex_IntPumpe","0x0A54","Array","""Interne Umwälzpumpe""=""nicht vorhanden""","VDensHO1"
"Diagnose System (9525)","KM-Bus-Teiln.","2894","KM-BUS-Heizkreispumpe A1","KE5_KonfiKennung_D_PumpeA1M1_KM","0x27E5","Byte","","VDensHO1"
"Diagnose System (9525)","KM-Bus-Teiln.","5298","Pumpe A1 Software-Index","SWIndex_Pumpe1","0x0A4C","Array","""KM-BUS-Heizkreispumpe A1""=""nicht vorhanden""","VDensHO1"
"Diagnose System (9525)","KM-Bus-Teiln.","2897","KM-BUS-Heizkreispumpe M2","KE5_KonfiKennung_D_PumpeM2KM","0x37E5","Byte","","VDensHO1"
"Diagnose System (9525)","KM-Bus-Teiln.","5299","Pumpe M2 Software-Index","SWIndex_Pumpe2","0x0A50","Array","""KM-BUS-Heizkreispumpe M2""=""nicht vorhanden""","VDensHO1"
"Diagnose System (9525)","KM-Bus-Teiln.","1036","Vitocom 100","K95_KennungVitocom100","0x7795","Byte","","VDensHO1"
"Diagnose System (9525)","KM-Bus-Teiln.","5305","Vitocom 100 Software-Index","SWIndex_Vitocom","0x0A58","Array","""Vitocom 100""=""nicht vorhanden""","VDensHO1"
"Diagnose System (9525)","KM-Bus-Teiln.","882","Externe Erweiterung","K2E_KonfiKennungAnschlussD","0x572E","Byte","","VDensHO1"
"Diagnose System (9525)","KM-Bus-Teiln.","5289","Externe Anschlußerweiterung Software-Index","SWIndex_extAE","0x0A48","Array","""Externe Erweiterung""=""nicht vorhanden""","VDensHO1"
"Diagnose System (9525)","Teilnehmerliste LON","4127","Fehlermanager","nvoAlarm_Fehlermanager_Teilnehmerliste","0xA132","Byte","","VDensHO1"
"Diagnose System (9525)","Teilnehmerliste LON","5333","Teilnehmerliste LON eigene TN-Nummer Anlage/TN","Teilnehmerliste_LON_00","0xA010","Array","","VDensHO1"
"Diagnose System (9525)","Teilnehmerliste LON","5334","Teilnehmerliste LON (01) Anlage/TN","Teilnehmerliste_LON_01","0xA010","Array","","VDensHO1"
"Diagnose System (9525)","Teilnehmerliste LON","5335","Teilnehmerliste LON (02)  Anlage/TN","Teilnehmerliste_LON_02","0xA010","Array","","VDensHO1"
"Diagnose System (9525)","Teilnehmerliste LON","5336","Teilnehmerliste LON (03)  Anlage/TN","Teilnehmerliste_LON_03","0xA010","Array","","VDensHO1"
"Diagnose System (9525)","Teilnehmerliste LON","5337","Teilnehmerliste LON (04)  Anlage/TN","Teilnehmerliste_LON_04","0xA010","Array","","VDensHO1"
"Diagnose System (9525)","Teilnehmerliste LON","5338","Teilnehmerliste LON (05)  Anlage/TN","Teilnehmerliste_LON_05","0xA010","Array","","VDensHO1"
"Diagnose System (9525)","Teilnehmerliste LON","5339","Teilnehmerliste LON (06)  Anlage/TN","Teilnehmerliste_LON_06","0xA010","Array","","VDensHO1"
"Diagnose System (9525)","Teilnehmerliste LON","5340","Teilnehmerliste LON (07)  Anlage/TN","Teilnehmerliste_LON_07","0xA010","Array","","VDensHO1"
"Diagnose System (9525)","Teilnehmerliste LON","5341","Teilnehmerliste LON (08)  Anlage/TN","Teilnehmerliste_LON_08","0xA010","Array","","VDensHO1"
"Diagnose System (9525)","Teilnehmerliste LON","5342","Teilnehmerliste LON (09)  Anlage/TN","Teilnehmerliste_LON_09","0xA010","Array","","VDensHO1"
"Diagnose System (9525)","Teilnehmerliste LON","5343","Teilnehmerliste LON (10)  Anlage/TN","Teilnehmerliste_LON_10","0xA010","Array","","VDensHO1"
"Diagnose System (9525)","Teilnehmerliste LON","5344","Teilnehmerliste LON (11)  Anlage/TN","Teilnehmerliste_LON_11","0xA010","Array","","VDensHO1"
"Diagnose System (9525)","Teilnehmerliste LON","5345","Teilnehmerliste LON (12)  Anlage/TN","Teilnehmerliste_LON_12","0xA010","Array","","VDensHO1"
"Diagnose System (9525)","Teilnehmerliste LON","5346","Teilnehmerliste LON (13)  Anlage/TN","Teilnehmerliste_LON_13","0xA010","Array","","VDensHO1"
"Diagnose System (9525)","Teilnehmerliste LON","5347","Teilnehmerliste LON (14)  Anlage/TN","Teilnehmerliste_LON_14","0xA010","Array","","VDensHO1"
"Diagnose System (9525)","Teilnehmerliste LON","5348","Teilnehmerliste LON (15)  Anlage/TN","Teilnehmerliste_LON_15","0xA010","Array","","VDensHO1"
"Diagnose System (9525)","Kommunikation LON","989","Fehlermanager der Anlage","K79_KonfiFehlerManagerV100_V050_D","0x7779","Byte","76_KommMod=""0 ohne"" OR 76_KommMod=""2 Kaskaden-Modul""","VDensHO1"
"Diagnose System (9525)","Kommunikation LON","1044","Viessmann - Anlagennummer","K98_KonfiVI_Anlagennummer_D","0x7798","Byte","","VDensHO1"
"Diagnose System (9525)","Kommunikation LON","1039","(97) Konfiguration  Aussentemperatur","K97_Konfi_Aussentemperatur","0x7797","Byte","76_KommMod=""0 ohne""","VDensHO1"
"Diagnose System (9525)","Kommunikation LON","993","Uhrzeit auf LON","K7B_Konfi_FunktionUhrSenden","0x777B","Byte","","VDensHO1"
"Diagnose System (9525)","Kommunikation LON","1003","Uhrzeit vom LON","K81_Konfi_FunktionUhr_D","0x7781","Byte","","VDensHO1"
"Diagnose System (9525)","Kommunikation LON","984","Viessmann - Teilnehmernummer","K77_KonfiVI_TeilnehmernummerV100_V300_D","0x7777","Byte","76_KommMod=""0 ohne"" OR 76_KommMod=""2 Kaskaden-Modul""","VDensHO1"
"Diagnose System (9525)","Kommunikation LON","977","Kommunikationsmodul","K76_GWGiKommunikationsmodul_D","0x7776","Byte","","VDensHO1"
"Diagnose System (9525)","Kommunikation LON","3462","Binding","nciNetConfig1","0xA102","Int","","VDensHO1"
"Diagnose System (9525)","Kommunikation LON","3463","Neuron ID","Neuron_ID","0xA009","String","","VDensHO1"
"Diagnose System (9525)","Kommunikation LON","3464","Domain","Node_Domain","0xA000","Int","","VDensHO1"
"Diagnose System (9525)","Kommunikation LON","3465","Node","Node_Node","0xA000","Int","","VDensHO1"
"Diagnose System (9525)","Kommunikation LON","3466","Subnet","Node_Subnet","0xA000","Int","","VDensHO1"
"Diagnose System (9525)","Kommunikation LON","4683","Sachnummer 87c652","Sachnummer_87c652","0xA03D","String","","VDensHO1"
"Diagnose System (9525)","Kommunikation LON","4686","Sachnummer LON","Sachnummer_LON","0xA011","String","","VDensHO1"
